date,nav
2025-02-11,0.301
2025-02-12,0.3903
2025-02-13,0.698
2025-02-14,0.5091
2025-02-16,0.7326
2025-02-17,0.2684
2025-02-18,0.4803
2025-02-19,0.568
2025-02-20,0.7123
2025-02-21,0.5003
2025-02-23,0.8526
2025-02-24,0.2498
2025-02-25,0.5494
2025-02-26,0.5631
2025-02-27,0.716
2025-02-28,0.4863
2025-03-02,0.8902
2025-03-03,0.1953
2025-03-04,0.252
2025-03-05,0.3891
2025-03-06,0.5263
2025-03-07,0.5024
